player,sum_salary,today,year
Talen Horton-Tucker,9500000,10985301,2021
Mason Plumlee,9248333,10694287,2021
Jaren Jackson Jr,9180560,10615917,2021
James Wiseman,9166800,10600006,2021
Jalen Green,8992080,10397969,2021
De'Anthony Melton,8805976,10182768,2021
Nerlens Noel,8800000,10175858,2021
Royce O'Neale,8800000,10175858,2021
Maxi Kleber,8750000,10118040,2021
Jakob Poeltl,8750000,10118040,2021
Thomas Bryant,8666667,10021679,2021
RJ Barrett,8623920,9972248,2021
Alex Caruso,8600000,9944588,2021
Delon Wright,8526316,9859384,2021
Dario Saric,8510000,9840517,2021
Monte Morris,8449074,9770065,2021
Tyus Jones,8376286,9685897,2021
Trae Young,8326471,9628294,2021
Daniel Theis,8280351,9574963,2021
LaMelo Ball,8231760,9518775,2021
Seth Curry,8207518,9490743,2021
JaMychal Green,8200000,9482049,2021
Cedi Osman,8133334,9404960,2021
Evan Mobley,8075160,9337691,2021
De'Andre Hunter,7775400,8991064,2021
DJ Augustin,7622467,8814220,2021
Mo Bamba,7568743,8752097,2021
Ivica Zubac,7518518,8694019,2021
Rajon Rondo,7500000,8672605,2021
TJ McConnell,7500000,8672606,2021
Patrick Williams,7422000,8582411,2021
Cory Joseph,7310000,8452900,2021
Scottie Barnes,7280400,8418672,2021
Darius Garland,7040880,8141704,2021
Chris Boucher,7020000,8117559,2021
PJ Tucker,7000000,8094432,2021
Zach Collins,7000000,8094432,2021
Wendell Carter,6920027,8001956,2021
Juan Hernangomez,6803190,7866851,2021
Isaac Okoro,6720720,7771488,2021
Jalen Suggs,6592920,7623706,2021
Cameron Payne,6500000,7516258,2021
Joakim Noah,6431666,7437241,2021
Jarrett Culver,6395160,7395027,2021
Khem Birch,6350000,7342806,2021
Collin Sexton,6349671,7342426,2021
Onyeka Okongwu,6104280,7058669,2021
Justin Holiday,6006420,6945508,2021
Josh Giddey,5988000,6924209,2021
Patrick Mills,5890000,6810886,2021
Dennis Schroeder,5890000,6810886,2021
Rudy Gay,5890000,6810886,2021
Kevin Knox,5845978,6759982,2021
Coby White,5837760,6750479,2021
Timofey Mozgov,5573333,6444709,2021
Killian Hayes,5572680,6443954,2021
Mikal Bridges,5557725,6426661,2021
Shai Gilgeous-Alexander,5495532,6354744,2021
Jonathan Kuminga,5466360,6321011,2021
Miles Bridges,5421493,6269130,2021
Jaxson Hayes,5348280,6184470,2021
Pat Connaughton,5333334,6167187,2021
Kris Dunn,5317430,6148796,2021
George Hill,5275491,6100300,2021
Michael Porter,5258735,6080925,2021
Dewayne Dedmon,5256308,6078118,2021
Ryan Anderson,5214583,6029870,2021
Hamidou Diallo,5200000,6013007,2021
Kevon Looney,5178572,5988228,2021
Troy Brown,5170564,5978968,2021
Obi Toppin,5105160,5903339,2021
Franz Wagner,5007840,5790803,2021
Josh Jackson,5005350,5787924,2021
Louis Williams,5000000,5781737,2021
Luol Deng,5000000,5781737,2021
Kendrick Nunn,5000000,5781737,2021
Robin Lopez,5000000,5781737,2021
JaVale McGee,5000000,5781737,2021
Danuel House,4997424,5778758,2021
Rui Hachimura,4916160,5684789,2021
Garrett Temple,4910000,5677666,2021
Taj Gibson,4910000,5677666,2021
Torrey Craig,4878049,5640719,2021
Bruce Brown,4736102,5476579,2021
Deni Avdija,4692840,5426553,2021
Donte DiVincenzo,4675830,5406884,2021
Cam Reddish,4670160,5400328,2021
David Nwaba,4650000,5377016,2021
Furkan Korkmaz,4629630,5353461,2021
Davion Mitchell,4603200,5322898,2021
Bryn Forbes,4500000,5203563,2021
Jeff Green,4500000,5203563,2021
Ishmael Smith,4500000,5203563,2021
Jalen Smith,4458000,5154997,2021
Lonnie Walker,4447896,5143313,2021
Cameron Johnson,4437000,5130714,2021
Ziaire Williams,4373040,5056754,2021
Bobby Portis,4347600,5027336,2021
Moe Harkless,4347600,5027336,2021
Kevin Huerter,4253357,4918358,2021
Devin Vassell,4235160,4897316,2021
Chandler Hutchison,4224186,4884626,2021
Willie Cauley-Stein,4220083,4879881,2021
PJ Washington,4215120,4874143,2021
James Bouknight,4154400,4803930,2021
Jevon Carter,4107149,4749291,2021
Josh Okogie,4087904,4727037,2021
Grayson Allen,4054695,4688636,2021
Jarred Vanderbilt,4050000,4683207,2021
Tyrese Haliburton,4023600,4652679,2021
Tyler Herro,4004280,4630339,2021
Gorgui Dieng,4000000,4625390,2021
Dorian Finney-Smith,4000000,4625390,2021
Terence Davis,4000000,4625390,2021
Aaron Holiday,3980551,4602900,2021
Josh Primo,3946800,4563872,2021
Jake Layman,3940184,4556222,2021
Anfernee Simons,3938818,4554642,2021
Justise Winslow,3902439,4512575,2021
Kira Lewis,3822240,4419837,2021
Romeo Langford,3804360,4399162,2021
Sekou Doumbouya,3799131,4393114,2021
Landry Shamet,3768342,4357512,2021
Chris Duarte,3749400,4335609,2021
Alex Len,3732000,4315489,2021
Robert Williams,3661976,4234516,2021
Aaron Nesmith,3631200,4198929,2021
Moses Moody,3562200,4119141,2021
Boban Marjanovic,3500000,4047216,2021
Mike Muscala,3500000,4047216,2021
Cole Anthony,3449400,3988705,2021
Corey Kispert,3383640,3912663,2021
Luka Samanic,3355239,3879821,2021
Michael Carter-Williams,3300000,3815946,2021
Georges Niang,3300000,3815946,2021
Isaiah Stewart,3277080,3789443,2021
Chuma Okeke,3277080,3789443,2021
Nickeil Alexander-Walker,3261480,3771404,2021
Alperen Sengun,3214680,3717287,2021
Jon Leuer,3169348,3664867,2021
Trey Burke,3150000,3642494,2021
Aleksej Pokusevski,3113160,3599894,2021
Facundo Campazzo,3100000,3584677,2021
Goga Bitadze,3098400,3582827,2021
Trey Murphy,3053760,3531207,2021
Sterling Brown,3000000,3469042,2021
Frank Jackson,3000000,3469042,2021
Josh Green,2957520,3419920,2021
Tre Mann,2901240,3354841,2021
Andrew Nicholson,2844429,3289148,2021
Matisse Thybulle,2840160,3284212,2021
Saddiq Bey,2824320,3265895,2021
Kai Jones,2770560,3203730,2021
Brandon Clarke,2726880,3153220,2021
Precious Achiuwa,2711280,3135181,2021
Marc Gasol,2692991,3114033,2021
Jalen Johnson,2659680,3075514,2021
LaMarcus Aldridge,2641691,3054712,2021
James Johnson,2641691,3054712,2021
Ed Davis,2641691,3054712,2021
Andre Iguodala,2641691,3054712,2021
Enes Kanter,2641691,3054712,2021
Avery Bradley,2641691,3054712,2021
Carmelo Anthony,2641691,3054712,2021
Wayne Ellington,2641691,3054712,2021
Trevor Ariza,2641691,3054712,2021
Dwight Howard,2641691,3054712,2021
Udonis Haslem,2641691,3054712,2021
Markieff Morris,2641691,3054712,2021
E'Twaun Moore,2641691,3054712,2021
Paul Millsap,2641691,3054712,2021
Grant Williams,2617800,3027086,2021
Tyrese Maxey,2602920,3009880,2021
Keon Johnson,2553240,2952432,2021
Darius Bazley,2513040,2905947,2021
Trey Lyles,2500000,2890868,2021
Zeke Nnaji,2498760,2889434,2021
Isaiah Jackson,2451240,2834485,2021
Ty Jerome,2412840,2790081,2021
Andre Drummond,2401537,2777011,2021
Austin Rivers,2401537,2777011,2021
Kent Bazemore,2401537,2777011,2021
Hassan Whiteside,2401537,2777011,2021
Otto Porter,2389641,2763255,2021
Victor Oladipo,2389641,2763255,2021
Tony Snell,2389641,2763255,2021
Solomon Hill,2389641,2763255,2021
Ben McLemore,2389641,2763255,2021
Cody Zeller,2389641,2763255,2021
Usman Garuba,2353320,2721255,2021
Leandro Bolmaro,2353320,2721255,2021
Willy Hernangomez,2327220,2691075,2021
Edmond Sumner,2320000,2682726,2021
Nassir Little,2316240,2678378,2021
RJ Hampton,2303040,2663114,2021
DeAndre Bembry,2271045,2626116,2021
Josh Christopher,2259240,2612466,2021
Monta Ellis,2245400,2596462,2021
Drew Eubanks,2239820,2590009,2021
Rodney Hood,2239544,2589691,2021
Elfrid Payton,2239544,2589691,2021
Dylan Windler,2239200,2589293,2021
Immanuel Quickley,2210640,2556268,2021
John Konchar,2200000,2543964,2021
Quentin Grimes,2168640,2507701,2021
Jordan Poole,2161440,2499375,2021
Bol Bol,2161152,2499042,2021
Keldon Johnson,2145720,2481198,2021
Payton Pritchard,2137440,2471623,2021
Jahlil Okafor,2130023,2463046,2021
Bones Hyland,2096880,2424722,2021
Nemanja Bjelica,2089448,2416128,2021
Frank Kaminsky,2089448,2416128,2021
Raul Neto,2089448,2416128,2021
Udoka Azubuike,2075880,2400438,2021
Jaden McDaniels,2063280,2385868,2021
Malachi Flynn,2048040,2368246,2021
DeMarcus Cousins,2038942,2357725,2021
Cam Thomas,2036280,2354647,2021
Desmond Bane,2033160,2351039,2021
Jaden Springer,2023680,2340077,2021
Day'Ron Sharpe,2009160,2323287,2021
Garrison Mathews,2000000,2312695,2021
Jordan McLaughlin,2000000,2312695,2021
Jeremiah Robinson-Earl,2000000,2312695,2021
Theo Maledon,2000000,2312695,2021
Kenrich Williams,2000000,2312695,2021
Abdel Nader,2000000,2312695,2021
Santiago Aldama,1994520,2306358,2021
Damian Jones,1977011,2286111,2021
Wesley Matthews,1958495,2264700,2021
Timothe Luwawu,1939350,2242562,2021
Rodney McGruder,1939350,2242562,2021
Moses Brown,1933909,2236270,2021
Wesley Iwundu,1926834,2228089,2021
Jose Alvarado,1925406,2226438,2021
Damion Lee,1910860,2209618,2021
PJ Dozier,1910860,2209618,2021
Killian Tillie,1901625,2198939,2021
Tyrell Terry,1869438,2161719,2021
Larry Sanders,1865546,2157219,2021
Carsen Edwards,1859365,2150071,2021
Shake Milton,1846738,2135470,2021
Jalen Brunson,1802057,2083804,2021
Mitchell Robinson,1802057,2083804,2021
Tony Bradley,1789256,2069001,2021
Frank Ntilikina,1789256,2069001,2021
Semi Ojeleye,1789256,2069001,2021
Malik Monk,1789256,2069001,2021
Dennis Smith,1789256,2069001,2021
Didi Louzada,1786878,2066251,2021
Nicolas Claxton,1782621,2061329,2021
Jalen McDaniels,1782621,2061329,2021
Cody Martin,1782621,2061329,2021
Dean Wade,1782621,2061329,2021
Vlatko Cancar,1782621,2061329,2021
Kevin Porter,1782621,2061329,2021
Bruno Fernando,1782621,2061329,2021
Terance Mann,1782621,2061329,2021
Jaylen Nowell,1782621,2061329,2021
Naz Reid,1782621,2061329,2021
KZ Okpala,1782621,2061329,2021
Isaiah Roby,1782621,2061329,2021
Luguentz Dort,1782621,2061329,2021
Eric Paschall,1782621,2061329,2021
Daniel Gafford,1782621,2061329,2021
Chimezie Metu,1762796,2038404,2021
Yuta Watanabe,1762796,2038404,2021
Armoni Brooks,1739065,2010962,2021
Isaiah Hartenstein,1729217,1999575,2021
Thanasis Antetokounmpo,1729217,1999575,2021
Moritz Wagner,1729217,1999575,2021
Keita Bates-Diop,1729217,1999575,2021
Sviatoslav Mykhailiuk,1729217,1999575,2021
Isaac Bonga,1729217,1999575,2021
Juan Toscano-Anderson,1701593,1967632,2021
Oshae Brissett,1701593,1967632,2021
Herb Jones,1700000,1965790,2021
Gabriel Deck,1690507,1954813,2021
Matt Thomas,1669178,1930149,2021
Javonte Green,1669178,1930149,2021
Gary Payton II,1669178,1930149,2021
Max Strus,1669178,1930149,2021
Gabe Vincent,1669178,1930149,2021
Robert Woodard,1619015,1872143,2021
Lance Stephenson,1614825,1867297,2021
Deividas Sirvydis,1603559,1854271,2021
Daniel Oturu,1603559,1854270,2021
Kevin Pangos,1569178,1814515,2021
Bismack Biyombo,1518213,1755581,2021
Nick Richards,1517981,1755313,2021
Lamar Stevens,1517981,1755313,2021
KJ Martin,1517981,1755313,2021
Jae'Sean Tate,1517981,1755313,2021
Sam Merrill,1517981,1755313,2021
Xavier Tillman,1517981,1755313,2021
Jordan Nwora,1517981,1755313,2021
Naji Marshall,1517981,1755313,2021
Paul Reed,1517981,1755313,2021
Isaiah Joe,1517981,1755313,2021
Elijah Hughes,1517981,1755313,2021
CJ Elleby,1517981,1755313,2021
Jahmi'us Ramsey,1517981,1755313,2021
Tre Jones,1517981,1755313,2021
Anthony Gill,1517981,1755313,2021
Vernon Carey,1517981,1755313,2021
Isaiah Todd,1500000,1734521,2021
Saben Lee,1489065,1721876,2021
Omer Yurtseven,1489065,1721876,2021
JR Smith,1456667,1684413,2021
Stanley Johnson,1368998,1583036,2021
Duane Washington Jr,1346676,1557225,2021
Aaron Wiggins,1305761,1509913,2021
Marquese Chriss,1292900,1495041,2021
JT Thor,1250000,1445434,2021
DeMarre Carroll,1242340,1436576,2021
Jabari Parker,1168286,1350944,2021
Alfonzo McKinnie,1090007,1260426,2021
Zhaire Smith,1068200,1235210,2021
Jason Preston,1062303,1228391,2021
Isaiah Livers,1057260,1222559,2021
Denzel Valentine,1005633,1162860,2021
Alize Johnson,1003740,1160670,2021
Kyle Singler,999200,1155422,2021
Kelan Martin,993760,1149131,2021
Miye Oni,946261,1094206,2021
Ayo Dosunmu,925258,1069919,2021
Marko Simonovic,925258,1069919,2021
Luka Garza,925258,1069919,2021
BJ Boston,925258,1069919,2021
Austin Reaves,925258,1069919,2021
Miles McBride,925258,1069919,2021
Vit Krejci,925258,1069919,2021
Charles Bassey,925258,1069919,2021
Greg Brown,925258,1069919,2021
Jock Landale,925258,1069919,2021
Dalano Banton,925258,1069919,2021
Jared Butler,925258,1069919,2021
Daishen Nix,923078,1067398,2021
Isaiah Thomas,910926,1053345,2021
Terry Taylor,895125,1035075,2021
Mamadi Diakite,869078,1004956,2021
Caleb Martin,844011,975970,2021
Brad Wanamaker,814918,942327,2021
Luke Kornet,812364,939374,2021
Wayne Selden,812363,939373,2021
Gary Clark,811213,938044,2021
Ryan Arcidiacono,774727,895853,2021
Trendon Watford,768830,889034,2021
Patrick Patterson,737067,852305,2021
Devontae Cacok,726128,839656,2021
Admiral Schofield,723741,836895,2021
Ishmail Wainright,707893,818569,2021
Shaun Livingston,666666,770897,2021
Malik Fitts,630874,729508,2021
Sam Hauser,619498,716354,2021
Greg Monroe,612805,708612,2021
Amir Coffey,573576,663253,2021
Joe Wieskamp,563663,651790,2021
Keifer Sykes,558345,645640,2021
Haywood Highsmith,547701,633332,2021
Nik Stauskas,534993,618637,2021
Davon Reed,532398,615637,2021
Wenyen Gabriel,522015,603628,2021
Skylar Mays,510907,590786,2021
Georgios Kalaitzakis,499852,578001,2021
RJ Nembhard,491876,568779,2021
Chris Silva,479650,554641,2021
Kessler Edwards,463211,535632,2021
Trent Forrest,463211,535632,2021
Sharife Cooper,462629,534959,2021
Brodric Thomas,462629,534959,2021
David Duke,462629,534959,2021
Scottie Lewis,462629,534959,2021
Arnoldas Kulboka,462629,534959,2021
Tyler Cook,462629,534959,2021
Markus Howard,462629,534959,2021
Jamorko Pickett,462629,534959,2021
Sean Chris Smith,462629,534959,2021
Chris Chiozza,462629,534959,2021
Jay Scrubb,462629,534959,2021
Yves Pons,462629,534959,2021
Sandro Mamukelashvili,462629,534959,2021
McKinley Wright,462629,534959,2021
Nathan Knight,462629,534959,2021
Jericho Sims,462629,534959,2021
Ignas Brazdeikis,462629,534959,2021
Keljin Blevins,462629,534959,2021
Neemias Queta,462629,534959,2021
David Johnson,462629,534959,2021
Justin Champagnie,462629,534959,2021
Joel Ayayi,462629,534959,2021
Cassius Winston,462629,534959,2021
Justin Anderson,445828,515532,2021
Theo Pinson,440710,509613,2021
Charlie Brown,431151,498559,2021
Langston Galloway,386127,446496,2021
James Ennis,386127,446496,2021
Tim Frazier,386127,446496,2021
Kyle Guy,383079,442972,2021
Sam Dekker,350000,404721,2021
Quinndary Weatherspoon,346491,400664,2021
Brandon Goodwin,343988,397769,2021
Malcolm Hill,324373,375086,2021
Louis King,316396,365863,2021
Justin Jackson,308493,356724,2021
Shaquille Harrison,308493,356724,2021
DJ Wilson,308493,356725,2021
Jeff Dowtin,305761,353564,2021
Trevelin Queen,303102,350491,2021
Paul Watson,303102,350491,2021
Myles Powell,300443,347416,2021
Jontay Porter,300000,346904,2021
Mason Jones,295125,341267,2021
Eugene Omoruyi,281831,325894,2021
Brandon Knight,274672,317616,2021
Justin Robinson,265953,307533,2021
Ja'Vonte Smart,265878,307447,2021
Mychal Mulder,257902,298223,2021
Tyler Johnson,257418,297664,2021
Cassius Stanley,256734,296873,2021
Zylan Cheatham,256734,296871,2021
Devon Dotson,239291,276703,2021
Marcus Garrett,236632,273628,2021
Lindell Wigginton,233973,270554,2021
Jay Huff,225997,261331,2021
Olivier Sarr,223339,258257,2021
Aaron Henry,223338,258256,2021
Freddie Gillespie,221156,255732,2021
JaQuori McLaughlin,220679,255181,2021
Rayjon Tucker,220639,255134,2021
Tacko Fall,218021,252108,2021
Petr Cornelie,218021,252108,2021
Juwan Morgan,211046,244042,2021
Damyean Dotson,205662,237816,2021
Xavier Moon,202069,233661,2021
Tyrone Wallace,198760,229835,2021
Norvel Pelle,191860,221856,2021
Jaylen Hoard,191860,221856,2021
Tremont Waters,191860,221856,2021
Reggie Perry,188272,217706,2021
Devin Cannady,185578,214592,2021
Brandon Williams,180798,209065,2021
Moses Wright,172821,199840,2021
DeJon Jarreau,172821,199840,2021
Dakota Mathias,171156,197915,2021
Matt Mooney,171156,197915,2021
Daulton Hommes,167504,193692,2021
Grant Riller,162186,187543,2021
Lindy Waters III,159527,184468,2021
CJ Miles,151821,175557,2021
Joe Johnson,151821,175557,2021
Ersan Ilyasova,151821,175557,2021
Darren Collison,151821,175557,2021
Anthony Tolliver,151821,175557,2021
Chaundee Brown,151552,175246,2021
Xavier Sneed,146233,169096,2021
Mario Chalmers,138019,159597,2021
Anthony Lamb,136095,157372,2021
Braxton Key,127622,147574,2021
Troy Williams,122741,141931,2021
Feron Hunt,116987,135276,2021
Mac McClung,111670,129128,2021
Matt Ryan,111669,129128,2021
Emmanuel Mudiay,111457,128883,2021
Carlik Jones,106352,122978,2021
Hassani Gravett,106352,122979,2021
Paris Bass,106352,122979,2021
Jordan Bell,102831,118908,2021
Cheick Diallo,102831,118908,2021
DJ Stewart,101034,116830,2021
Nate Hinton,96213,111255,2021
Derrick Walton,95930,110928,2021
DaQuan Jeffries,95930,110928,2021
Justin James,95930,110928,2021
Scotty Hopson,95930,110928,2021
BJ Johnson,95930,110928,2021
Jaylen Morris,95930,110928,2021
Demetrius Jackson,92857,107374,2021
Cameron Oliver,85578,98957,2021
Chris Clemons,85578,98957,2021
Malik Newman,85578,98957,2021
George King,85578,98957,2021
Jemerrio Jones,85578,98957,2021
Emanuel Terry,85578,98957,2021
Jared Harper,85081,98383,2021
Gabriel Lundberg,79764,92234,2021
Anthony Barber,53176,61489,2021
Malik Ellison,53176,61489,2021
Justin Tillman,53176,61489,2021
Tre Scott,53176,61489,2021
Trayvon Palmer,53176,61489,2021
Micah Potter,53176,61489,2021
Jaysean Paige,53176,61489,2021
Ahmad Caver,53176,61489,2021
Shaq Buchanan,53176,61489,2021
Jon Teske,53176,61489,2021
Aric Holman,53176,61489,2021
Javin DeLaurier,53176,61489,2021
Tyler Hall,53176,61489,2021
Rob Edwards,53176,61489,2021
Aleem Ford,53176,61489,2021
MJ Walker,53176,61489,2021
Cameron McGriff,53176,61489,2021
Jarron Cumberland,53176,61489,2021
Ade Murkey,53176,61489,2021
Jordan Schakel,53176,61489,2021
Jordan Goodwin,53176,61489,2021
Craig Sword,53176,61489,2021
Jaime Echenique,53176,61489,2021
Luca Vildoza,42789,49478,2021
Zavier Simpson,37223,43042,2021
Mfiondu Kabengele,19186,22185,2021
Melvin Frazier,13294,15372,2021
Kobe Bryant,25244493,35136976,2011
Vince Carter,21300000,29646765,2011
Kevin Garnett,21247044,29573059,2011
Tim Duncan,21164619,29458334,2011
Rashard Lewis,21136631,29419378,2011
Gilbert Arenas,19269307,26820312,2011
Dirk Nowitzki,19092873,26574739,2011
Pau Gasol,18714150,26047607,2011
Carmelo Anthony,18518574,25775391,2011
Amare Stoudemire,18217705,25356622,2011
Dwight Howard,18091770,25181337,2011
Joe Johnson,18038573,25107294,2011
Richard Hamilton,17500000,24357671,2011
Elton Brand,17059727,23744870,2011
Chris Paul,16359805,22770672,2011
Deron Williams,16359805,22770672,2011
Brandon Roy,16032144,22314611,2011
Chris Bosh,16022500,22301188,2011
LeBron James,16022500,22301188,2011
Dwyane Wade,15691000,21839784,2011
Kevin Durant,15506632,21583169,2011
Paul Pierce,15333334,21341961,2011
Baron Davis,15252181,21229007,2011
Zach Randolph,15200000,21156378,2011
Antawn Jamison,15076715,20984781,2011
Rudy Gay,15032144,20922744,2011
Andrew Bynum,14900000,20738818,2011
Chauncey Billups,14200000,19764510,2011
Chris Kaman,14030000,19527893,2011
Al Jefferson,14000000,19486137,2011
Andre Iguodala,13531750,18834396,2011
Carlos Boozer,13500000,18790204,2011
Tyson Chandler,13107837,18244365,2011
Nenê,13000000,18094270,2011
Manu Ginobili,12981038,18067878,2011
Marc Gasol,12922194,17985975,2011
Emeka Okafor,12541812,17456534,2011
Tony Parker,12500000,17398337,2011
Josh Smith,12400000,17259150,2011
LaMarcus Aldridge,12372000,17220178,2011
Luol Deng,12325000,17154760,2011
Danny Granger,12015904,16724540,2011
Andrew Bogut,12000000,16702403,2011
Joakim Noah,12000000,16702403,2011
Al Horford,12000000,16702403,2011
Steve Nash,11689062,16269619,2011
David Lee,11610000,16159575,2011
Ben Gordon,11600000,16145657,2011
Kevin Martin,11519840,16034084,2011
Marcus Camby,11227250,15626838,2011
Jason Terry,11158000,15530451,2011
Hidayet Turkoglu,11015850,15332597,2011
Monta Ellis,11000000,15310536,2011
Mehmet Okur,10890000,15157431,2011
Corey Maggette,10262069,14283435,2011
Jason Kidd,10121000,14087085,2011
DeAndre Jordan,10079404,14029189,2011
Rajon Rondo,10045455,13981937,2011
David West,10000000,13918669,2011
Ray Allen,10000000,13918669,2011
Jose Calderon,9780992,13613839,2011
Gerald Wallace,9500000,13222736,2011
Devin Harris,9319000,12970808,2011
Richard Jefferson,9282000,12919309,2011
Stephen Jackson,9256500,12883816,2011
Andrea Bargnani,9250000,12874769,2011
Andris Biedrins,9000000,12526802,2011
Boris Diaw,9000000,12526802,2011
Lamar Odom,8900000,12387616,2011
Luis Scola,8591793,11958633,2011
John Salmons,8500000,11830869,2011
Carl Landry,8500000,11830869,2011
Maurice Williams,8500000,11830869,2011
Rodney Stuckey,8500000,11830869,2011
Paul Millsap,8103435,11278903,2011
Kirk Hinrich,8100000,11274122,2011
Shawn Marion,8022449,11166181,2011
Caron Butler,8000000,11134935,2011
Kris Humphries,8000000,11134935,2011
Andre Miller,7807728,10867318,2011
Jameer Nelson,7800000,10856562,2011
Anderson Varejao,7700000,10717375,2011
Brendan Haywood,7624500,10612289,2011
Leandro Barbosa,7600000,10578189,2011
James Posey,7595600,10572064,2011
Arron Afflalo,7562500,10525994,2011
Raymond Felton,7560000,10522514,2011
Charlie Villanueva,7540000,10494677,2011
Marvin Williams,7500000,10439002,2011
Thaddeus Young,7478261,10408744,2011
Tyrus Thomas,7305765,10168653,2011
Kendrick Perkins,7123626,9915139,2011
Marcus Thornton,7000000,9743068,2011
Samuel Dalembert,7000000,9743068,2011
Travis Outlaw,7000000,9743067,2011
Derrick Rose,6993708,9734311,2011
Beno Udrih,6925400,9639235,2011
DeSagana Diop,6925400,9639235,2011
Marcin Gortat,6790640,9451667,2011
Trevor Ariza,6790640,9451667,2011
Metta World Peace,6790640,9451667,2011
JJ Redick,6750000,9395102,2011
Kwame Brown,6750000,9395102,2011
Andres Nocioni,6650000,9255915,2011
Mike Conley,6611571,9202427,2011
Mickael Pietrus,6523166,9079379,2011
Grant Hill,6500000,9047135,2011
Andray Blatche,6442083,8966522,2011
Glen Davis,6300000,8768762,2011
Tayshaun Prince,6292135,8757814,2011
Michael Beasley,6262347,8716354,2011
Drew Gooden,6226200,8666042,2011
Al Harrington,6226200,8666042,2011
Jermaine O'Neal,6226200,8666042,2011
Wesley Matthews,6135160,8539326,2011
Josh Childress,6000000,8351201,2011
Francisco Garcia,5800000,8072828,2011
Kyle Lowry,5750000,8003235,2011
Blake Griffin,5731080,7976901,2011
Luke Walton,5680000,7905804,2011
OJ Mayo,5632637,7839881,2011
Channing Frye,5600000,7794455,2011
John Wall,5530080,7697135,2011
Amir Johnson,5500000,7655268,2011
Nate Robinson,5483307,7632033,2011
Mike Miller,5400000,7516081,2011
Jason Richardson,5395000,7509122,2011
Martell Webster,5256000,7315652,2011
Chuck Hayes,5250000,7307301,2011
Louis Williams,5176000,7204303,2011
Kyrie Irving,5144280,7160153,2011
Hasheem Thabeet,5127720,7137104,2011
Russell Westbrook,5082416,7074047,2011
Jamal Crawford,5000000,6959334,2011
Jarrett Jack,5000000,6959334,2011
Luc Mbah a Moute,5000000,6959334,2011
Jason Maxiell,5000000,6959334,2011
Kyle Korver,5000000,6959334,2011
Evan Turner,4947840,6886735,2011
Darko Milicic,4776500,6648252,2011
Brad Miller,4752000,6614151,2011
Zaza Pachulia,4750000,6611368,2011
Ronnie Brewer,4710000,6555693,2011
Kevin Love,4609701,6416090,2011
Linas Kleiza,4605000,6409547,2011
James Harden,4604760,6409213,2011
Derrick Williams,4602720,6406374,2011
Nikola Pekovic,4503600,6268412,2011
Jonas Jerebko,4500000,6263401,2011
Derrick Favors,4443360,6184566,2011
Daniel Gibson,4403834,6129551,2011
Ronny Turiaf,4360000,6068540,2011
Jose Juan Barea,4300000,5985028,2011
Ramon Sessions,4257973,5926532,2011
Jared Dudley,4250000,5915434,2011
Randy Foye,4250000,5915434,2011
Brandon Bass,4250000,5915434,2011
Chris Andersen,4234000,5893164,2011
Danilo Gallinari,4190182,5832175,2011
Tyreke Evans,4151640,5778530,2011
Enes Kanter,4133280,5752975,2011
Charlie Bell,4099920,5706543,2011
Spencer Hawes,4051024,5638486,2011
Wesley Johnson,4006080,5575930,2011
Hakim Warrick,4000000,5567467,2011
Mario Chalmers,4000000,5567467,2011
Steve Blake,4000000,5567467,2011
Ryan Gomes,4000000,5567467,2011
Anthony Morrow,4000000,5567467,2011
Jordan Farmar,4000000,5567467,2011
Matt Carroll,3900000,5428281,2011
Eric Gordon,3831184,5332498,2011
Dorell Wright,3823000,5321107,2011
Udonis Haslem,3780000,5261257,2011
Nazr Mohammed,3750000,5219501,2011
Mike Dunleavy,3750000,5219501,2011
Tristan Thompson,3726600,5186931,2011
CJ Miles,3700000,5149907,2011
Nick Young,3695857,5144141,2011
Luke Ridnour,3680000,5122070,2011
Tiago Splitter,3672000,5110935,2011
DeMarcus Cousins,3627720,5049303,2011
Joel Anthony,3600000,5010721,2011
Shannon Brown,3500000,4871534,2011
Chris Duhon,3500000,4871534,2011
Carlos Delfino,3500000,4871534,2011
Shaun Livingston,3500000,4871534,2011
Ricky Rubio,3480120,4843864,2011
Jonny Flynn,3414720,4752836,2011
Derek Fisher,3400000,4732347,2011
CJ Watson,3400000,4732347,2011
Marco Belinelli,3377604,4701175,2011
Timofey Mozgov,3343896,4654258,2011
Daequan Cook,3341558,4651004,2011
Matt Bonner,3315000,4614039,2011
Thabo Sefolosha,3300000,4593161,2011
Ekpe Udoh,3294960,4586146,2011
Nick Collison,3272997,4555576,2011
Will Bynum,3250000,4523567,2011
Johan Petro,3250000,4523567,2011
Raja Bell,3240000,4509649,2011
DJ Augustin,3236470,4504735,2011
Tony Allen,3150000,4384381,2011
Stephen Curry,3117120,4338616,2011
Brook Lopez,3076983,4282751,2011
Jan Vesely,3065040,4266127,2011
Corey Brewer,3059000,4257721,2011
Jerryd Bayless,3042280,4234449,2011
Greg Monroe,3007920,4186624,2011
Jason Thompson,3001284,4177388,2011
Shane Battier,3000000,4175600,2011
Josh McRoberts,3000000,4175600,2011
Jeff Foster,3000000,4175600,2011
Shawne Williams,3000000,4175600,2011
Chris Wilcox,3000000,4175600,2011
Brandon Rush,2956658,4115274,2011
Anthony Randolph,2911231,4052046,2011
Robin Lopez,2862602,3984361,2011
Jordan Hill,2855760,3974838,2011
