player,sum_salary,today,year
Juan Hernangomez,2076840,2663718,2017
TJ Leaf,2028360,2601539,2017
Spencer Hawes,2007058,2574217,2017
Tim Frazier,2000000,2565165,2017
Terry Rozier,1988520,2550440,2017
Luke Babbitt,1974159,2532021,2017
John Collins,1936920,2484259,2017
Shabazz Muhammad,1924755,2468656,2017
Harry Giles,1859400,2384833,2017
Troy Williams,1842176,2362741,2017
Sam Dekker,1794600,2301722,2017
Terrance Ferguson,1785000,2289409,2017
Henry Ellenson,1780800,2284022,2017
Eric Moreland,1740000,2231693,2017
Jerian Grant,1713840,2198141,2017
Jarrett Allen,1713720,2197987,2017
Mike Scott,1709538,2192623,2017
Jordan Crawford,1709538,2192623,2017
Tyler Zeller,1709538,2192623,2017
Quincy Acy,1709538,2192623,2017
Malik Beasley,1700640,2181211,2017
OG Anunoby,1645200,2110104,2017
Delon Wright,1645200,2110104,2017
Ante Zizic,1645200,2110104,2017
Caris LeVert,1632480,2093790,2017
Mike Dunleavy,1600000,2052132,2017
Timothe Luwawu,1594590,2045193,2017
Justin Anderson,1579440,2025762,2017
Tyler Lydon,1579440,2025762,2017
Ian Clark,1577230,2022927,2017
DeAndre Bembry,1567200,2010063,2017
Joffrey Lauvergne,1524305,1955046,2017
Jerami Grant,1524305,1955046,2017
Johnny O'Bryant,1524305,1955046,2017
Tyler Ennis,1524305,1955046,2017
Glenn Robinson III,1524305,1955046,2017
Julyan Stone,1524305,1955046,2017
Spencer Dinwiddie,1524305,1955046,2017
Joe Harris,1524305,1955046,2017
Shane Larkin,1524305,1955046,2017
Bobby Portis,1516320,1944805,2017
DeAndre Liggins,1505942,1931494,2017
Malachi Richardson,1504560,1929722,2017
Chris McCullough,1471382,1887168,2017
Raul Neto,1471382,1887168,2017
Norman Powell,1471382,1887168,2017
Pat Connaughton,1471382,1887168,2017
TJ McConnell,1471382,1887168,2017
Richaun Holmes,1471382,1887168,2017
Josh Huestis,1471382,1887168,2017
Tyus Jones,1471382,1887168,2017
Josh Richardson,1471382,1887168,2017
Jordan Mickey,1471382,1887168,2017
Jarell Martin,1471382,1887168,2017
Montrezl Harrell,1471382,1887168,2017
Joseph Young,1471382,1887168,2017
Kevon Looney,1471382,1887168,2017
Nikola Jokic,1471382,1887168,2017
Salah Mejri,1471382,1887168,2017
Larry Nance Jr,1471382,1887168,2017
Willie Reed,1471382,1887168,2017
Tony Allen,1471382,1887168,2017
Caleb Swanigan,1465920,1880163,2017
Furkan Korkmaz,1465920,1880163,2017
Okaro White,1460927,1873758,2017
Rondae Hollis-Jefferson,1455720,1867081,2017
Willy Hernangomez,1435750,1841467,2017
Kyle Kuzma,1423560,1825833,2017
Tony Bradley,1414920,1814751,2017
Derrick White,1404600,1801515,2017
Josh Hart,1394520,1788586,2017
Gerald Green,1381403,1771763,2017
Brice Johnson,1331160,1707322,2017
Fred VanVleet,1312611,1683531,2017
Pascal Siakam,1312611,1683531,2017
Davis Bertans,1312611,1683531,2017
Bryn Forbes,1312611,1683531,2017
Dejounte Murray,1312611,1683531,2017
Skal Labissiere,1312611,1683531,2017
Jake Layman,1312611,1683531,2017
Tyler Ulis,1312611,1683531,2017
Chasson Randle,1312611,1683531,2017
Cheick Diallo,1312611,1683531,2017
Marcus Georges-Hunt,1312611,1683531,2017
Malcolm Brogdon,1312611,1683531,2017
AJ Hammons,1312611,1683531,2017
Rodney McGruder,1312611,1683531,2017
Wayne Selden,1312611,1683531,2017
Andrew Harrison,1312611,1683531,2017
Deyonta Davis,1312611,1683531,2017
Ivica Zubac,1312611,1683531,2017
Chinanu Onuaku,1312611,1683531,2017
Damian Jones,1312611,1683531,2017
Patrick McCaw,1312611,1683531,2017
Yogi Ferrell,1312611,1683531,2017
Dorian Finney-Smith,1312611,1683531,2017
David Nwaba,1312611,1683531,2017
Paul Zipser,1312611,1683531,2017
Treveon Graham,1312611,1683531,2017
Isaiah Whitehead,1312611,1683531,2017
Diamond Stone,1312611,1683531,2017
Sheldon Mac,1312611,1683531,2017
Isaiah Taylor,1312611,1683531,2017
Semi Ojeleye,1291892,1656958,2017
Livio Jean-Charles,1242240,1593275,2017
Bobby Brown,1231500,1579500,2017
Frank Mason,1184385,1519071,2017
Abdel Nader,1167333,1497200,2017
Isaiah Canaan,1113863,1428620,2017
Damyean Dotson,1100000,1410840,2017
Andrew Bogut,1078810,1383662,2017
Wesley Iwundu,1050000,1346711,2017
Justin Hamilton,1000000,1282582,2017
Festus Ezeli,1000000,1282582,2017
Gerald Henderson,1000000,1282582,2017
Damien Wilkins,992696,1273214,2017
Ivan Rabb,950000,1218453,2017
Rade Zagorac,950000,1218453,2017
Ike Anigbogu,950000,1218453,2017
Jason Thompson,893333,1145773,2017
Royce O'Neale,815615,1046093,2017
Alfonzo McKinnie,815615,1046093,2017
Brandon Paul,815615,1046093,2017
Davon Reed,815615,1046093,2017
Khem Birch,815615,1046093,2017
Dakari Johnson,815615,1046093,2017
Frank Jackson,815615,1046093,2017
Sterling Brown,815615,1046093,2017
Dillon Brooks,815615,1046093,2017
Thomas Bryant,815615,1046093,2017
Sindarius Thornwell,815615,1046093,2017
Jawun Evans,815615,1046093,2017
Zhou Qi,815615,1046093,2017
Jordan Bell,815615,1046093,2017
Maxi Kleber,815615,1046093,2017
Dwayne Bacon,815615,1046093,2017
Daniel Theis,815615,1046093,2017
Tyler Dorsey,815615,1046093,2017
Emeka Okafor,813293,1043115,2017
Trey Burke,784160,1005749,2017
Alex Poythress,778668,998705,2017
Dwight Buycks,748160,959576,2017
Joel Bolomboy,708200,908324,2017
Kyle Collinsworth,595702,764036,2017
Jeff Withey,593780,761571,2017
Kay Felder,551866,707813,2017
Leandro Barbosa,500000,641291,2017
Michael Gbinije,500000,641291,2017
Derrick Jones,462875,593674,2017
Nicolas Brussino,393041,504107,2017
Antonius Cleveland,384116,492659,2017
Brandon Jennings,380830,488445,2017
CJ Watson,333333,427527,2017
Demetrius Jackson,319266,409483,2017
Travis Wear,304051,389970,2017
Cameron Oliver,300000,384774,2017
Shaquille Harrison,230399,295505,2017
Larry Drew II,222474,285340,2017
Jaylen Morris,198143,254134,2017
Nigel Hayes,193532,248220,2017
David Stockton,192812,247297,2017
Quinn Cook,189832,243474,2017
Georges Niang,177250,227337,2017
Aaron Harrison,174570,223900,2017
Omari Johnson,170495,218673,2017
Naz Long,167158,214393,2017
Jarell Eddie,166256,213236,2017
Rodney Purvis,165887,212763,2017
Mike James,164802,211371,2017
Briante Weber,160378,205697,2017
Marquis Teague,157944,202576,2017
Gary Payton II,154500,198158,2017
Jeremy Evans,154059,197593,2017
Carrick Felix,140901,180717,2017
Damion Lee,138239,177302,2017
Kendrick Perkins,131562,168739,2017
Milton Doyle,127250,163208,2017
Brandon Rush,119601,153398,2017
Ty Lawson,119009,152638,2017
Derrick Williams,104059,133464,2017
KJ McDaniels,100000,128258,2017
Tim Quarterman,96406,123648,2017
Josh Gray,92159,118201,2017
Walter Lemon Jr,92159,118201,2017
Jaylen Johnson,87551,112291,2017
MarShon Brooks,86118,110453,2017
CJ Fair,82943,106381,2017
Devin Robinson,77250,99079,2017
Michael Young,77250,99079,2017
Erik McCree,77250,99079,2017
Nate Wolters,77250,99079,2017
Eric Griffin,77250,99079,2017
Lorenzo Brown,77250,99079,2017
Malcolm Miller,77250,99079,2017
Matt Costello,77250,99079,2017
Darrun Hilliard,77250,99079,2017
Jack Cooley,77250,99079,2017
JaKarr Sampson,77250,99079,2017
CJ Wilcox,77250,99079,2017
Danuel House,77250,99079,2017
Alec Peters,77250,99079,2017
James Young,77250,99079,2017
Jacob Pullen,77250,99079,2017
James Michael McAdoo,77250,99079,2017
Jamel Artis,77250,99079,2017
Adreian Payne,77250,99079,2017
PJ Dozier,77250,99079,2017
Daniel Hamilton,77250,99079,2017
Isaiah Hicks,77250,99079,2017
Luke Kornet,77250,99079,2017
Charles Cooke,77250,99079,2017
Amile Jefferson,77250,99079,2017
Anthony Brown,77250,99079,2017
Marshall Plumlee,77250,99079,2017
Xavier Munford,77250,99079,2017
Derrick Walton,77250,99079,2017
Matt Williams,77250,99079,2017
Myke Henry,77250,99079,2017
Vince Hunter,77250,99079,2017
Kobi Simmons,77250,99079,2017
Vander Blue,77250,99079,2017
Alex Caruso,77250,99079,2017
Tyrone Wallace,77250,99079,2017
CJ Williams,77250,99079,2017
Jamil Wilson,77250,99079,2017
Ben Moore,77250,99079,2017
Edmond Sumner,77250,99079,2017
Markel Brown,77250,99079,2017
RJ Hunter,77250,99079,2017
Chris Boucher,77250,99079,2017
Reggie Hearn,77250,99079,2017
Luis Montero,77250,99079,2017
Monte Morris,77250,99079,2017
Torrey Craig,77250,99079,2017
Jalen Jones,77250,99079,2017
Gian Clavell,77250,99079,2017
Johnathan Motley,77250,99079,2017
London Perrantes,77250,99079,2017
John Holland,77250,99079,2017
Ryan Arcidiacono,77250,99079,2017
Antonio Blakeney,77250,99079,2017
Marcus Paige,77250,99079,2017
Mangok Mathiang,77250,99079,2017
James Webb,77250,99079,2017
Jacob Wiley,77250,99079,2017
Yakuba Ouattara,77250,99079,2017
Jabari Bird,77250,99079,2017
Kadeem Allen,77250,99079,2017
Andrew White,77250,99079,2017
Tyler Cavanaugh,77250,99079,2017
Josh Magette,77250,99079,2017
Scotty Hopson,74158,95113,2017
Jonathan Gibson,74158,95113,2017
Xavier Silas,74158,95113,2017
Daniel Ochefu,50000,64129,2017
Bronson Koenig,50000,64129,2017
VJ Beachem,50000,64129,2017
Landry Nnoko,50000,64129,2017
Andre Ingram,46079,59100,2017
Trey McKinney-Jones,46079,59100,2017
Aaron Jackson,46079,59100,2017
Jameel Warney,46079,59100,2017
Marcus Thornton II,46079,59100,2017
David Robinson,5720000,12817981,1992
