player,player_id,team,season,lg,replaced,full_team_name
Alonzo Mourning,mournal01,East,1994,NBA,TRUE,Miami Heat
Charles Oakley,oaklech01,East,1994,NBA,TRUE,Houston Rockets
Shaquille O'Neal,onealsh01,East,1994,NBA,FALSE,Boston Celtics
Scottie Pippen,pippesc01,East,1994,NBA,FALSE,Chicago Bulls
Mark Price,pricema01,East,1994,NBA,FALSE,Orlando Magic
John Starks,starkjo01,East,1994,NBA,FALSE,Utah Jazz
Dominique Wilkins,wilkido01,East,1994,NBA,FALSE,Orlando Magic
Charles Barkley,barklch01,West,1994,NBA,TRUE,Houston Rockets
Clyde Drexler,drexlcl01,West,1994,NBA,FALSE,Houston Rockets
Kevin Johnson,johnske02,West,1994,NBA,FALSE,Phoenix Suns
Shawn Kemp,kempsh01,West,1994,NBA,FALSE,Orlando Magic
Karl Malone,malonka01,West,1994,NBA,FALSE,Los Angeles Lakers
Danny Manning,mannida01,West,1994,NBA,FALSE,Detroit Pistons
Hakeem Olajuwon,olajuha01,West,1994,NBA,FALSE,Toronto Raptors
Gary Payton,paytoga01,West,1994,NBA,TRUE,Miami Heat
Mitch Richmond,richmmi01,West,1994,NBA,FALSE,Los Angeles Lakers
Clifford Robinson,robincl02,West,1994,NBA,FALSE,New Jersey Nets
David Robinson,robinda01,West,1994,NBA,FALSE,San Antonio Spurs
Latrell Sprewell,sprewla01,West,1994,NBA,FALSE,Minnesota Timberwolves
John Stockton,stockjo01,West,1994,NBA,FALSE,Utah Jazz
Brad Daugherty,daughbr01,East,1993,NBA,FALSE,Cleveland Cavaliers
Joe Dumars,dumarjo01,East,1993,NBA,FALSE,Detroit Pistons
Patrick Ewing,ewingpa01,East,1993,NBA,FALSE,Orlando Magic
Larry Johnson,johnsla02,East,1993,NBA,FALSE,New York Knicks
Michael Jordan,jordami01,East,1993,NBA,FALSE,Washington Wizards
Larry Nance,nancela01,East,1993,NBA,FALSE,Cleveland Cavaliers
Shaquille O'Neal,onealsh01,East,1993,NBA,FALSE,Boston Celtics
Scottie Pippen,pippesc01,East,1993,NBA,FALSE,Chicago Bulls
Mark Price,pricema01,East,1993,NBA,FALSE,Orlando Magic
Detlef Schrempf,schrede01,East,1993,NBA,FALSE,Portland Trail Blazers
Isiah Thomas,thomais01,East,1993,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1993,NBA,FALSE,Orlando Magic
Charles Barkley,barklch01,West,1993,NBA,FALSE,Houston Rockets
Clyde Drexler,drexlcl01,West,1993,NBA,FALSE,Houston Rockets
Sean Elliott,elliose01,West,1993,NBA,FALSE,San Antonio Spurs
Tim Hardaway,hardati01,West,1993,NBA,FALSE,Indiana Pacers
Shawn Kemp,kempsh01,West,1993,NBA,FALSE,Orlando Magic
Dan Majerle,majerda01,West,1993,NBA,FALSE,Phoenix Suns
Karl Malone,malonka01,West,1993,NBA,FALSE,Los Angeles Lakers
Danny Manning,mannida01,West,1993,NBA,FALSE,Detroit Pistons
Chris Mullin,mullich01,West,1993,NBA,TRUE,Golden State Warriors
Hakeem Olajuwon,olajuha01,West,1993,NBA,FALSE,Toronto Raptors
Terry Porter,portete01,West,1993,NBA,TRUE,San Antonio Spurs
Mitch Richmond,richmmi01,West,1993,NBA,TRUE,Los Angeles Lakers
David Robinson,robinda01,West,1993,NBA,FALSE,San Antonio Spurs
John Stockton,stockjo01,West,1993,NBA,FALSE,Utah Jazz
Michael Adams,adamsmi01,East,1992,NBA,TRUE,Charlotte Hornets
Charles Barkley,barklch01,East,1992,NBA,FALSE,Houston Rockets
Larry Bird,birdla01,East,1992,NBA,TRUE,Boston Celtics
Brad Daugherty,daughbr01,East,1992,NBA,FALSE,Cleveland Cavaliers
Joe Dumars,dumarjo01,East,1992,NBA,FALSE,Detroit Pistons
Patrick Ewing,ewingpa01,East,1992,NBA,FALSE,Orlando Magic
Michael Jordan,jordami01,East,1992,NBA,FALSE,Washington Wizards
Reggie Lewis,lewisre01,East,1992,NBA,FALSE,Boston Celtics
Scottie Pippen,pippesc01,East,1992,NBA,FALSE,Chicago Bulls
Mark Price,pricema01,East,1992,NBA,FALSE,Orlando Magic
Dennis Rodman,rodmade01,East,1992,NBA,FALSE,Dallas Mavericks
Isiah Thomas,thomais01,East,1992,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1992,NBA,TRUE,Orlando Magic
Kevin Willis,willike02,East,1992,NBA,TRUE,Dallas Mavericks
Clyde Drexler,drexlcl01,West,1992,NBA,FALSE,Houston Rockets
Tim Hardaway,hardati01,West,1992,NBA,FALSE,Indiana Pacers
Jeff Hornacek,hornaje01,West,1992,NBA,FALSE,Utah Jazz
Magic Johnson,johnsma02,West,1992,NBA,FALSE,Los Angeles Lakers
Dan Majerle,majerda01,West,1992,NBA,FALSE,Phoenix Suns
Karl Malone,malonka01,West,1992,NBA,FALSE,Los Angeles Lakers
Chris Mullin,mullich01,West,1992,NBA,FALSE,Golden State Warriors
Dikembe Mutombo,mutomdi01,West,1992,NBA,FALSE,Houston Rockets
Hakeem Olajuwon,olajuha01,West,1992,NBA,FALSE,Toronto Raptors
David Robinson,robinda01,West,1992,NBA,FALSE,San Antonio Spurs
John Stockton,stockjo01,West,1992,NBA,FALSE,Utah Jazz
Otis Thorpe,thorpot01,West,1992,NBA,FALSE,Charlotte Hornets
James Worthy,worthja01,West,1992,NBA,FALSE,Los Angeles Lakers
Charles Barkley,barklch01,East,1991,NBA,FALSE,Houston Rockets
Larry Bird,birdla01,East,1991,NBA,TRUE,Boston Celtics
Brad Daugherty,daughbr01,East,1991,NBA,FALSE,Cleveland Cavaliers
Joe Dumars,dumarjo01,East,1991,NBA,FALSE,Detroit Pistons
Patrick Ewing,ewingpa01,East,1991,NBA,FALSE,Orlando Magic
Hersey Hawkins,hawkihe01,East,1991,NBA,TRUE,Charlotte Hornets
Michael Jordan,jordami01,East,1991,NBA,FALSE,Washington Wizards
Bernard King,kingbe01,East,1991,NBA,FALSE,New Jersey Nets
Kevin McHale,mchalke01,East,1991,NBA,FALSE,Boston Celtics
Robert Parish,parisro01,East,1991,NBA,FALSE,Chicago Bulls
Ricky Pierce,piercri01,East,1991,NBA,FALSE,Milwaukee Bucks
Alvin Robertson,roberal01,East,1991,NBA,FALSE,Toronto Raptors
Isiah Thomas,thomais01,East,1991,NBA,TRUE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1991,NBA,FALSE,Orlando Magic
Tom Chambers,chambto01,West,1991,NBA,FALSE,Philadelphia 76ers
Clyde Drexler,drexlcl01,West,1991,NBA,FALSE,Houston Rockets
Kevin Duckworth,duckwke01,West,1991,NBA,FALSE,Los Angeles Clippers
Tim Hardaway,hardati01,West,1991,NBA,FALSE,Indiana Pacers
Kevin Johnson,johnske02,West,1991,NBA,FALSE,Phoenix Suns
Magic Johnson,johnsma02,West,1991,NBA,FALSE,Los Angeles Lakers
Karl Malone,malonka01,West,1991,NBA,FALSE,Los Angeles Lakers
Chris Mullin,mullich01,West,1991,NBA,FALSE,Golden State Warriors
Terry Porter,portete01,West,1991,NBA,FALSE,San Antonio Spurs
David Robinson,robinda01,West,1991,NBA,FALSE,San Antonio Spurs
John Stockton,stockjo01,West,1991,NBA,FALSE,Utah Jazz
James Worthy,worthja01,West,1991,NBA,FALSE,Los Angeles Lakers
Charles Barkley,barklch01,East,1990,NBA,FALSE,Houston Rockets
Larry Bird,birdla01,East,1990,NBA,FALSE,Boston Celtics
Joe Dumars,dumarjo01,East,1990,NBA,FALSE,Detroit Pistons
Patrick Ewing,ewingpa01,East,1990,NBA,FALSE,Orlando Magic
Michael Jordan,jordami01,East,1990,NBA,FALSE,Washington Wizards
Kevin McHale,mchalke01,East,1990,NBA,FALSE,Boston Celtics
Reggie Miller,millere01,East,1990,NBA,FALSE,Indiana Pacers
Robert Parish,parisro01,East,1990,NBA,FALSE,Chicago Bulls
Scottie Pippen,pippesc01,East,1990,NBA,FALSE,Chicago Bulls
Dennis Rodman,rodmade01,East,1990,NBA,FALSE,Dallas Mavericks
Isiah Thomas,thomais01,East,1990,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1990,NBA,FALSE,Orlando Magic
Rolando Blackman,blackro01,West,1990,NBA,TRUE,New York Knicks
Tom Chambers,chambto01,West,1990,NBA,FALSE,Philadelphia 76ers
Clyde Drexler,drexlcl01,West,1990,NBA,FALSE,Houston Rockets
A.C. Green,greenac01,West,1990,NBA,FALSE,Miami Heat
Kevin Johnson,johnske02,West,1990,NBA,FALSE,Phoenix Suns
Magic Johnson,johnsma02,West,1990,NBA,FALSE,Los Angeles Lakers
Fat Lever,leverfa01,West,1990,NBA,FALSE,Dallas Mavericks
Karl Malone,malonka01,West,1990,NBA,TRUE,Los Angeles Lakers
Chris Mullin,mullich01,West,1990,NBA,FALSE,Golden State Warriors
Hakeem Olajuwon,olajuha01,West,1990,NBA,FALSE,Toronto Raptors
David Robinson,robinda01,West,1990,NBA,FALSE,San Antonio Spurs
John Stockton,stockjo01,West,1990,NBA,FALSE,Utah Jazz
James Worthy,worthja01,West,1990,NBA,FALSE,Los Angeles Lakers
Charles Barkley,barklch01,East,1989,NBA,FALSE,Houston Rockets
Terry Cummings,cummite01,East,1989,NBA,FALSE,Golden State Warriors
Brad Daugherty,daughbr01,East,1989,NBA,FALSE,Cleveland Cavaliers
Patrick Ewing,ewingpa01,East,1989,NBA,FALSE,Orlando Magic
Mark Jackson,jacksma01,East,1989,NBA,FALSE,Houston Rockets
Michael Jordan,jordami01,East,1989,NBA,FALSE,Washington Wizards
Moses Malone,malonmo01,East,1989,NBA,FALSE,San Antonio Spurs
Kevin McHale,mchalke01,East,1989,NBA,FALSE,Boston Celtics
Larry Nance,nancela01,East,1989,NBA,FALSE,Cleveland Cavaliers
Mark Price,pricema01,East,1989,NBA,FALSE,Orlando Magic
Isiah Thomas,thomais01,East,1989,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1989,NBA,FALSE,Orlando Magic
Kareem Abdul-Jabbar,abdulka01,West,1989,NBA,TRUE,Los Angeles Lakers
Tom Chambers,chambto01,West,1989,NBA,FALSE,Philadelphia 76ers
Clyde Drexler,drexlcl01,West,1989,NBA,FALSE,Houston Rockets
Kevin Duckworth,duckwke01,West,1989,NBA,FALSE,Los Angeles Clippers
Mark Eaton,eatonma01,West,1989,NBA,FALSE,Utah Jazz
Dale Ellis,ellisda01,West,1989,NBA,FALSE,
Alex English,englial01,West,1989,NBA,FALSE,Dallas Mavericks
Magic Johnson,johnsma02,West,1989,NBA,TRUE,Los Angeles Lakers
Karl Malone,malonka01,West,1989,NBA,FALSE,Los Angeles Lakers
Chris Mullin,mullich01,West,1989,NBA,FALSE,Golden State Warriors
Hakeem Olajuwon,olajuha01,West,1989,NBA,FALSE,Toronto Raptors
John Stockton,stockjo01,West,1989,NBA,FALSE,Utah Jazz
James Worthy,worthja01,West,1989,NBA,FALSE,Los Angeles Lakers
Danny Ainge,aingeda01,East,1988,NBA,FALSE,Phoenix Suns
Charles Barkley,barklch01,East,1988,NBA,FALSE,Houston Rockets
Larry Bird,birdla01,East,1988,NBA,FALSE,Boston Celtics
Maurice Cheeks,cheekma01,East,1988,NBA,FALSE,New Jersey Nets
Brad Daugherty,daughbr01,East,1988,NBA,FALSE,Cleveland Cavaliers
Patrick Ewing,ewingpa01,East,1988,NBA,FALSE,Orlando Magic
Michael Jordan,jordami01,East,1988,NBA,FALSE,Washington Wizards
Moses Malone,malonmo01,East,1988,NBA,FALSE,San Antonio Spurs
Kevin McHale,mchalke01,East,1988,NBA,FALSE,Boston Celtics
Doc Rivers,riverdo01,East,1988,NBA,FALSE,San Antonio Spurs
Isiah Thomas,thomais01,East,1988,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1988,NBA,FALSE,Orlando Magic
Kareem Abdul-Jabbar,abdulka01,West,1988,NBA,FALSE,Los Angeles Lakers
Mark Aguirre,aguirma01,West,1988,NBA,FALSE,Los Angeles Clippers
James Donaldson,donalja01,West,1988,NBA,TRUE,Utah Jazz
Clyde Drexler,drexlcl01,West,1988,NBA,FALSE,Houston Rockets
Alex English,englial01,West,1988,NBA,FALSE,Dallas Mavericks
Magic Johnson,johnsma02,West,1988,NBA,FALSE,Los Angeles Lakers
Steve Johnson,johnsst03,West,1988,NBA,TRUE,Golden State Warriors
Fat Lever,leverfa01,West,1988,NBA,FALSE,Dallas Mavericks
Karl Malone,malonka01,West,1988,NBA,FALSE,Los Angeles Lakers
Xavier McDaniel,mcdanxa01,West,1988,NBA,FALSE,New Jersey Nets
Hakeem Olajuwon,olajuha01,West,1988,NBA,FALSE,Toronto Raptors
Alvin Robertson,roberal01,West,1988,NBA,FALSE,Toronto Raptors
James Worthy,worthja01,West,1988,NBA,FALSE,Los Angeles Lakers
Charles Barkley,barklch01,East,1987,NBA,FALSE,Houston Rockets
Larry Bird,birdla01,East,1987,NBA,FALSE,Boston Celtics
Maurice Cheeks,cheekma01,East,1987,NBA,FALSE,New Jersey Nets
Julius Erving,ervinju01,East,1987,NBA,FALSE,Philadelphia 76ers
Michael Jordan,jordami01,East,1987,NBA,FALSE,Washington Wizards
Bill Laimbeer,laimbbi01,East,1987,NBA,FALSE,Detroit Pistons
Jeff Malone,malonje01,East,1987,NBA,FALSE,
Moses Malone,malonmo01,East,1987,NBA,FALSE,San Antonio Spurs
Kevin McHale,mchalke01,East,1987,NBA,FALSE,Boston Celtics
Robert Parish,parisro01,East,1987,NBA,FALSE,Chicago Bulls
Isiah Thomas,thomais01,East,1987,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1987,NBA,FALSE,Orlando Magic
Kareem Abdul-Jabbar,abdulka01,West,1987,NBA,FALSE,Los Angeles Lakers
Mark Aguirre,aguirma01,West,1987,NBA,FALSE,Los Angeles Clippers
Rolando Blackman,blackro01,West,1987,NBA,FALSE,New York Knicks
Joe Barry Carroll,carrojo01,West,1987,NBA,FALSE,Phoenix Suns
Tom Chambers,chambto01,West,1987,NBA,TRUE,Philadelphia 76ers
Walter Davis,daviswa03,West,1987,NBA,FALSE,Denver Nuggets
Alex English,englial01,West,1987,NBA,FALSE,Dallas Mavericks
Sleepy Floyd,floydsl01,West,1987,NBA,FALSE,New Jersey Nets
Magic Johnson,johnsma02,West,1987,NBA,FALSE,Los Angeles Lakers
Hakeem Olajuwon,olajuha01,West,1987,NBA,FALSE,Toronto Raptors
Alvin Robertson,roberal01,West,1987,NBA,FALSE,Toronto Raptors
Ralph Sampson,sampsra01,West,1987,NBA,TRUE,Washington Bullets
James Worthy,worthja01,West,1987,NBA,FALSE,Los Angeles Lakers
Larry Bird,birdla01,East,1986,NBA,FALSE,Boston Celtics
Maurice Cheeks,cheekma01,East,1986,NBA,FALSE,New Jersey Nets
Julius Erving,ervinju01,East,1986,NBA,FALSE,Philadelphia 76ers
Patrick Ewing,ewingpa01,East,1986,NBA,TRUE,Orlando Magic
Michael Jordan,jordami01,East,1986,NBA,TRUE,Washington Wizards
Jeff Malone,malonje01,East,1986,NBA,FALSE,
Moses Malone,malonmo01,East,1986,NBA,FALSE,San Antonio Spurs
Kevin McHale,mchalke01,East,1986,NBA,FALSE,Boston Celtics
Sidney Moncrief,moncrsi01,East,1986,NBA,FALSE,Atlanta Hawks
Robert Parish,parisro01,East,1986,NBA,FALSE,Chicago Bulls
Isiah Thomas,thomais01,East,1986,NBA,FALSE,Detroit Pistons
Dominique Wilkins,wilkido01,East,1986,NBA,FALSE,Orlando Magic
Buck Williams,willibu01,East,1986,NBA,FALSE,New York Knicks
Kareem Abdul-Jabbar,abdulka01,West,1986,NBA,FALSE,Los Angeles Lakers
Rolando Blackman,blackro01,West,1986,NBA,FALSE,New York Knicks
Adrian Dantley,dantlad01,West,1986,NBA,FALSE,Milwaukee Bucks
Clyde Drexler,drexlcl01,West,1986,NBA,FALSE,Houston Rockets
Alex English,englial01,West,1986,NBA,FALSE,Dallas Mavericks
Artis Gilmore,gilmoar01,West,1986,NBA,FALSE,
Marques Johnson,johnsma01,West,1986,NBA,FALSE,Golden State Warriors
Magic Johnson,johnsma02,West,1986,NBA,FALSE,Los Angeles Lakers
Hakeem Olajuwon,olajuha01,West,1986,NBA,FALSE,Toronto Raptors
Alvin Robertson,roberal01,West,1986,NBA,FALSE,Toronto Raptors
Ralph Sampson,sampsra01,West,1986,NBA,FALSE,Washington Bullets
James Worthy,worthja01,West,1986,NBA,FALSE,Los Angeles Lakers
Larry Bird,birdla01,East,1985,NBA,FALSE,Boston Celtics
Terry Cummings,cummite01,East,1985,NBA,FALSE,Golden State Warriors
Julius Erving,ervinju01,East,1985,NBA,FALSE,Philadelphia 76ers
Dennis Johnson,johnsde01,East,1985,NBA,FALSE,Boston Celtics
Michael Jordan,jordami01,East,1985,NBA,FALSE,Washington Wizards
Bernard King,kingbe01,East,1985,NBA,FALSE,New Jersey Nets
Bill Laimbeer,laimbbi01,East,1985,NBA,TRUE,Detroit Pistons
Moses Malone,malonmo01,East,1985,NBA,FALSE,San Antonio Spurs
Sidney Moncrief,moncrsi01,East,1985,NBA,FALSE,Atlanta Hawks
Robert Parish,parisro01,East,1985,NBA,FALSE,Chicago Bulls
Michael Ray Richardson,richami01,East,1985,NBA,FALSE,New Jersey Nets
Jeff Ruland,rulanje01,East,1985,NBA,TRUE,Detroit Pistons
Isiah Thomas,thomais01,East,1985,NBA,FALSE,Detroit Pistons
Kareem Abdul-Jabbar,abdulka01,West,1985,NBA,FALSE,Los Angeles Lakers
Rolando Blackman,blackro01,West,1985,NBA,FALSE,New York Knicks
Adrian Dantley,dantlad01,West,1985,NBA,FALSE,Milwaukee Bucks
Alex English,englial01,West,1985,NBA,FALSE,Dallas Mavericks
George Gervin,gervige01,West,1985,NBA,FALSE,Chicago Bulls
Magic Johnson,johnsma02,West,1985,NBA,FALSE,Los Angeles Lakers
Larry Nance,nancela01,West,1985,NBA,FALSE,Cleveland Cavaliers
Calvin Natt,nattca01,West,1985,NBA,FALSE,Indiana Pacers
Norm Nixon,nixonno01,West,1985,NBA,FALSE,Los Angeles Clippers
Hakeem Olajuwon,olajuha01,West,1985,NBA,FALSE,Toronto Raptors
Ralph Sampson,sampsra01,West,1985,NBA,FALSE,Washington Bullets
Jack Sikma,sikmaja01,West,1985,NBA,FALSE,Milwaukee Bucks
Larry Bird,birdla01,East,1984,NBA,FALSE,Boston Celtics
Otis Birdsong,birdsot01,East,1984,NBA,FALSE,Boston Celtics
Julius Erving,ervinju01,East,1984,NBA,FALSE,Philadelphia 76ers
Bernard King,kingbe01,East,1984,NBA,FALSE,New Jersey Nets
Bill Laimbeer,laimbbi01,East,1984,NBA,TRUE,Detroit Pistons
Moses Malone,malonmo01,East,1984,NBA,TRUE,San Antonio Spurs
Kevin McHale,mchalke01,East,1984,NBA,FALSE,Boston Celtics
Sidney Moncrief,moncrsi01,East,1984,NBA,FALSE,Atlanta Hawks
Robert Parish,parisro01,East,1984,NBA,FALSE,Chicago Bulls
Jeff Ruland,rulanje01,East,1984,NBA,FALSE,Detroit Pistons
Isiah Thomas,thomais01,East,1984,NBA,FALSE,Detroit Pistons
Andrew Toney,toneyan01,East,1984,NBA,FALSE,Philadelphia 76ers
Kelly Tripucka,tripuke01,East,1984,NBA,FALSE,Charlotte Hornets
Kareem Abdul-Jabbar,abdulka01,West,1984,NBA,FALSE,Los Angeles Lakers
Mark Aguirre,aguirma01,West,1984,NBA,FALSE,Los Angeles Clippers
Adrian Dantley,dantlad01,West,1984,NBA,FALSE,Milwaukee Bucks
Walter Davis,daviswa03,West,1984,NBA,FALSE,Denver Nuggets
Alex English,englial01,West,1984,NBA,FALSE,Dallas Mavericks
George Gervin,gervige01,West,1984,NBA,FALSE,Chicago Bulls
Rickey Green,greenri01,West,1984,NBA,FALSE,Boston Celtics
Magic Johnson,johnsma02,West,1984,NBA,FALSE,Los Angeles Lakers
Jim Paxson,paxsoji02,West,1984,NBA,FALSE,Boston Celtics
Ralph Sampson,sampsra01,West,1984,NBA,FALSE,Washington Bullets
Jack Sikma,sikmaja01,West,1984,NBA,FALSE,Milwaukee Bucks
Kiki Vandeweghe,vandeki01,West,1984,NBA,FALSE,Los Angeles Clippers
Larry Bird,birdla01,East,1983,NBA,FALSE,Boston Celtics
Maurice Cheeks,cheekma01,East,1983,NBA,FALSE,New Jersey Nets
Julius Erving,ervinju01,East,1983,NBA,FALSE,Philadelphia 76ers
Marques Johnson,johnsma01,East,1983,NBA,FALSE,Golden State Warriors
Bill Laimbeer,laimbbi01,East,1983,NBA,FALSE,Detroit Pistons
Moses Malone,malonmo01,East,1983,NBA,FALSE,San Antonio Spurs
Sidney Moncrief,moncrsi01,East,1983,NBA,FALSE,Atlanta Hawks
Robert Parish,parisro01,East,1983,NBA,FALSE,Chicago Bulls
Reggie Theus,theusre01,East,1983,NBA,FALSE,New Jersey Nets
Isiah Thomas,thomais01,East,1983,NBA,FALSE,Detroit Pistons
Andrew Toney,toneyan01,East,1983,NBA,FALSE,Philadelphia 76ers
Buck Williams,willibu01,East,1983,NBA,FALSE,New York Knicks
Kareem Abdul-Jabbar,abdulka01,West,1983,NBA,FALSE,Los Angeles Lakers
Alex English,englial01,West,1983,NBA,FALSE,Dallas Mavericks
George Gervin,gervige01,West,1983,NBA,FALSE,Chicago Bulls
Artis Gilmore,gilmoar01,West,1983,NBA,FALSE,
Magic Johnson,johnsma02,West,1983,NBA,FALSE,Los Angeles Lakers
Maurice Lucas,lucasma01,West,1983,NBA,FALSE,Portland Trail Blazers
Jim Paxson,paxsoji02,West,1983,NBA,FALSE,Boston Celtics
Jack Sikma,sikmaja01,West,1983,NBA,FALSE,Milwaukee Bucks
David Thompson,thompda01,West,1983,NBA,FALSE,Seattle SuperSonics
Kiki Vandeweghe,vandeki01,West,1983,NBA,FALSE,Los Angeles Clippers
Jamaal Wilkes,wilkeja01,West,1983,NBA,FALSE,Los Angeles Clippers
Gus Williams,willigu01,West,1983,NBA,FALSE,Atlanta Hawks
Tiny Archibald,architi01,East,1982,NBA,FALSE,Milwaukee Bucks
Larry Bird,birdla01,East,1982,NBA,FALSE,Boston Celtics
Julius Erving,ervinju01,East,1982,NBA,FALSE,Philadelphia 76ers
Artis Gilmore,gilmoar01,East,1982,NBA,FALSE,
Bobby Jones,jonesbo01,East,1982,NBA,FALSE,Philadelphia 76ers
Bob Lanier,laniebo01,East,1982,NBA,FALSE,Milwaukee Bucks
Sidney Moncrief,moncrsi01,East,1982,NBA,FALSE,Atlanta Hawks
Robert Parish,parisro01,East,1982,NBA,FALSE,Chicago Bulls
Michael Ray Richardson,richami01,East,1982,NBA,FALSE,New Jersey Nets
Dan Roundfield,roundda01,East,1982,NBA,TRUE,Washington Bullets
Isiah Thomas,thomais01,East,1982,NBA,FALSE,Detroit Pistons
Kelly Tripucka,tripuke01,East,1982,NBA,TRUE,Charlotte Hornets
Buck Williams,willibu01,East,1982,NBA,FALSE,New York Knicks
Kareem Abdul-Jabbar,abdulka01,West,1982,NBA,FALSE,Los Angeles Lakers
Adrian Dantley,dantlad01,West,1982,NBA,FALSE,Milwaukee Bucks
Alex English,englial01,West,1982,NBA,FALSE,Dallas Mavericks
George Gervin,gervige01,West,1982,NBA,FALSE,Chicago Bulls
Dennis Johnson,johnsde01,West,1982,NBA,FALSE,Boston Celtics
Magic Johnson,johnsma02,West,1982,NBA,FALSE,Los Angeles Lakers
Bernard King,kingbe01,West,1982,NBA,FALSE,New Jersey Nets
Moses Malone,malonmo01,West,1982,NBA,FALSE,San Antonio Spurs
Norm Nixon,nixonno01,West,1982,NBA,FALSE,Los Angeles Clippers
Lonnie Shelton,sheltlo01,West,1982,NBA,FALSE,Cleveland Cavaliers
Jack Sikma,sikmaja01,West,1982,NBA,FALSE,Milwaukee Bucks
Gus Williams,willigu01,West,1982,NBA,FALSE,Atlanta Hawks
Tiny Archibald,architi01,East,1981,NBA,FALSE,Milwaukee Bucks
Larry Bird,birdla01,East,1981,NBA,FALSE,Boston Celtics
Julius Erving,ervinju01,East,1981,NBA,FALSE,Philadelphia 76ers
Artis Gilmore,gilmoar01,East,1981,NBA,FALSE,
Eddie Johnson,johnsed02,East,1981,NBA,FALSE,Seattle SuperSonics
Marques Johnson,johnsma01,East,1981,NBA,FALSE,Golden State Warriors
Bobby Jones,jonesbo01,East,1981,NBA,FALSE,Philadelphia 76ers
Mike Mitchell,mitchmi01,East,1981,NBA,TRUE,San Antonio Spurs
Robert Parish,parisro01,East,1981,NBA,FALSE,Chicago Bulls
Michael Ray Richardson,richami01,East,1981,NBA,FALSE,New Jersey Nets
Dan Roundfield,roundda01,East,1981,NBA,TRUE,Washington Bullets
Reggie Theus,theusre01,East,1981,NBA,FALSE,New Jersey Nets
Kareem Abdul-Jabbar,abdulka01,West,1981,NBA,FALSE,Los Angeles Lakers
Otis Birdsong,birdsot01,West,1981,NBA,FALSE,Boston Celtics
Adrian Dantley,dantlad01,West,1981,NBA,FALSE,Milwaukee Bucks
Walter Davis,daviswa03,West,1981,NBA,FALSE,Denver Nuggets
George Gervin,gervige01,West,1981,NBA,FALSE,Chicago Bulls
Dennis Johnson,johnsde01,West,1981,NBA,FALSE,Boston Celtics
Moses Malone,malonmo01,West,1981,NBA,FALSE,San Antonio Spurs
Truck Robinson,robintr01,West,1981,NBA,FALSE,New York Knicks
Jack Sikma,sikmaja01,West,1981,NBA,FALSE,Milwaukee Bucks
Paul Westphal,westppa01,West,1981,NBA,FALSE,Phoenix Suns
Jamaal Wilkes,wilkeja01,West,1981,NBA,FALSE,Los Angeles Clippers
Tiny Archibald,architi01,East,1980,NBA,FALSE,Milwaukee Bucks
Larry Bird,birdla01,East,1980,NBA,FALSE,Boston Celtics
Bill Cartwright,cartwbi01,East,1980,NBA,TRUE,Seattle SuperSonics
Dave Cowens,cowenda01,East,1980,NBA,TRUE,Milwaukee Bucks
John Drew,drewjo01,East,1980,NBA,FALSE,Utah Jazz
Julius Erving,ervinju01,East,1980,NBA,FALSE,Philadelphia 76ers
George Gervin,gervige01,East,1980,NBA,FALSE,Chicago Bulls
Elvin Hayes,hayesel01,East,1980,NBA,FALSE,Houston Rockets
Eddie Johnson,johnsed02,East,1980,NBA,FALSE,Seattle SuperSonics
Moses Malone,malonmo01,East,1980,NBA,FALSE,San Antonio Spurs
Michael Ray Richardson,richami01,East,1980,NBA,FALSE,New Jersey Nets
Dan Roundfield,roundda01,East,1980,NBA,FALSE,Washington Bullets
Kareem Abdul-Jabbar,abdulka01,West,1980,NBA,FALSE,Los Angeles Lakers
Otis Birdsong,birdsot01,West,1980,NBA,FALSE,Boston Celtics
Adrian Dantley,dantlad01,West,1980,NBA,FALSE,Milwaukee Bucks
Walter Davis,daviswa03,West,1980,NBA,FALSE,Denver Nuggets
World B. Free,freewo01,West,1980,NBA,FALSE,Houston Rockets
Dennis Johnson,johnsde01,West,1980,NBA,FALSE,Boston Celtics
Marques Johnson,johnsma01,West,1980,NBA,FALSE,Golden State Warriors
Magic Johnson,johnsma02,West,1980,NBA,FALSE,Los Angeles Lakers
Jack Sikma,sikmaja01,West,1980,NBA,FALSE,Milwaukee Bucks
Kermit Washington,washike01,West,1980,NBA,TRUE,Golden State Warriors
Scott Wedman,wedmasc01,West,1980,NBA,TRUE,Boston Celtics
Paul Westphal,westppa01,West,1980,NBA,FALSE,Phoenix Suns
Doug Collins,collido01,East,1979,NBA,TRUE,Philadelphia 76ers
Bob Dandridge,dandrbo01,East,1979,NBA,FALSE,Milwaukee Bucks
Julius Erving,ervinju01,East,1979,NBA,FALSE,Philadelphia 76ers
George Gervin,gervige01,East,1979,NBA,FALSE,Chicago Bulls
Elvin Hayes,hayesel01,East,1979,NBA,FALSE,Houston Rockets
